Sessao;Data;Hora Inicio;Hora Fim;Fase Alcancada;Nivel Alcancado;Qt Acertos sem Ajuda;Qt Acertos com Ajuda;Qt Ajudas;Qt Erros;Qt Omissões
1;2024-11-11;21:20:32.053950;21:21:47.755525;2;1;6;0;0;0;0
